"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX1468955","GSM1966673: single cell H1 hESC cell [H1_Exp2.154]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193662","","94.99","1","2888108","147293508","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468954","GSM1966672: single cell H1 hESC cell [H1_Exp2.153]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193663","","23.24","1","775242","39537342","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468953","GSM1966671: single cell H1 hESC cell [H1_Exp2.152]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193664","","86.9","1","2822779","143961729","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468952","GSM1966670: single cell H1 hESC cell [H1_Exp2.151]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193666","","360.13","1","11002517","561128367","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468951","GSM1966669: single cell H1 hESC cell [H1_Exp2.150]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193665","","188.88","1","5127131","261483681","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468950","GSM1966668: single cell H1 hESC cell [H1_Exp2.149]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193667","","299.16","1","8876979","452725929","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468949","GSM1966667: single cell H1 hESC cell [H1_Exp2.148]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193668","","83.63","1","2240038","114241938","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468948","GSM1966666: single cell H1 hESC cell [H1_Exp2.147]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193669","","325.92","1","9873848","503566248","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468947","GSM1966665: single cell H1 hESC cell [H1_Exp2.146]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193670","","186.31","1","5072808","258713208","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468946","GSM1966664: single cell H1 hESC cell [H1_Exp2.145]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193673","","239.54","1","6807134","347163834","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468945","GSM1966663: single cell H1 hESC cell [H1_Exp2.144]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193671","","240.07","1","8345562","425623662","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468944","GSM1966662: single cell H1 hESC cell [H1_Exp2.142]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193672","","304.54","1","10432857","532075707","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468943","GSM1966661: single cell H1 hESC cell [H1_Exp2.141]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193674","","224.72","1","7686566","392014866","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468942","GSM1966660: single cell H1 hESC cell [H1_Exp2.140]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193675","","180.38","1","6124779","312363729","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468941","GSM1966659: single cell H1 hESC cell [H1_Exp2.139]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193677","","272.64","1","9356863","477200013","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468940","GSM1966658: single cell H1 hESC cell [H1_Exp2.138]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193676","","168.03","1","5790519","295316469","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468939","GSM1966657: single cell H1 hESC cell [H1_Exp2.137]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193678","","191.99","1","6666240","339978240","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468938","GSM1966656: single cell H1 hESC cell [H1_Exp2.136]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193679","","180.3","1","6345464","323618664","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468937","GSM1966655: single cell H1 hESC cell [H1_Exp2.135]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193680","","229.87","1","8041198","410101098","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468936","GSM1966654: single cell H1 hESC cell [H1_Exp2.134]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193681","","237.13","1","8079630","412061130","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468935","GSM1966653: single cell H1 hESC cell [H1_Exp2.133]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193682","","215.58","1","7600166","387608466","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468934","GSM1966652: single cell H1 hESC cell [H1_Exp2.132]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193683","","191.38","1","6615532","337392132","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468933","GSM1966651: single cell H1 hESC cell [H1_Exp2.130]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193685","","405.09","1","13967205","712327455","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468932","GSM1966650: single cell H1 hESC cell [H1_Exp2.129]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193684","","162.51","1","5523089","281677539","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468931","GSM1966649: single cell H1 hESC cell [H1_Exp2.128]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193686","","168.13","1","5699210","290659710","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468930","GSM1966648: single cell H1 hESC cell [H1_Exp2.127]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193687","","186.61","1","6350865","323894115","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468929","GSM1966647: single cell H1 hESC cell [H1_Exp2.126]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193688","","199.4","1","6896588","351725988","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468928","GSM1966646: single cell H1 hESC cell [H1_Exp2.125]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193689","","159.7","1","5557082","283411182","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468927","GSM1966645: single cell H1 hESC cell [H1_Exp2.124]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193690","","119.22","1","4032701","205667751","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468926","GSM1966644: single cell H1 hESC cell [H1_Exp2.123]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193691","","215.39","1","7515771","383304321","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468925","GSM1966643: single cell H1 hESC cell [H1_Exp2.122]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193692","","162.96","1","5570789","284110239","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468924","GSM1966642: single cell H1 hESC cell [H1_Exp2.121]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193693","","120.41","1","4194245","213906495","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468923","GSM1966641: single cell H1 hESC cell [H1_Exp2.120]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193694","","366.96","1","12784218","651995118","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468922","GSM1966640: single cell H1 hESC cell [H1_Exp2.118]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193695","","313.8","1","10812671","551446221","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468921","GSM1966639: single cell H1 hESC cell [H1_Exp2.117]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193697","","257.08","1","8805505","449080755","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468920","GSM1966638: single cell H1 hESC cell [H1_Exp2.116]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193696","","287.7","1","9868224","503279424","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468919","GSM1966637: single cell H1 hESC cell [H1_Exp2.115]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193698","","262.75","1","8971609","457552059","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468918","GSM1966636: single cell H1 hESC cell [H1_Exp2.114]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193700","","186.62","1","6475470","330248970","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468917","GSM1966635: single cell H1 hESC cell [H1_Exp2.113]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193699","","170.29","1","5902154","301009854","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468916","GSM1966634: single cell H1 hESC cell [H1_Exp2.112]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193701","","229.41","1","8107176","413465976","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468915","GSM1966633: single cell H1 hESC cell [H1_Exp2.111]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193702","","205.4","1","7173555","365851305","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468914","GSM1966632: single cell H1 hESC cell [H1_Exp2.110]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193705","","153.41","1","5399504","275374704","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468913","GSM1966631: single cell H1 hESC cell [H1_Exp2.109]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193703","","192.12","1","6722102","342827202","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468912","GSM1966630: single cell H1 hESC cell [H1_Exp2.108]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193704","","97.18","1","3279871","167273421","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468911","GSM1966629: single cell H1 hESC cell [H1_Exp2.107]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193706","","315.31","1","10941127","557997477","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468910","GSM1966628: single cell H1 hESC cell [H1_Exp2.106]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193707","","171.54","1","5666637","288998487","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468909","GSM1966627: single cell H1 hESC cell [H1_Exp2.105]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193709","","170.16","1","5821679","296905629","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468908","GSM1966626: single cell H1 hESC cell [H1_Exp2.104]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193708","","212.61","1","7254528","369980928","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468907","GSM1966625: single cell H1 hESC cell [H1_Exp2.103]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193710","","187.38","1","6415455","327188205","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468906","GSM1966624: single cell H1 hESC cell [H1_Exp2.102]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193713","","153.59","1","5305412","270576012","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468905","GSM1966623: single cell H1 hESC cell [H1_Exp2.101]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193711","","179.12","1","6130722","312666822","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468904","GSM1966622: single cell H1 hESC cell [H1_Exp2.100]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193712","","140.53","1","4932244","251544444","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1468903","GSM1966621: single cell H1 hESC cell [H1_Exp2.099]; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP067036","Snapshot and temporal scRNA-seq of progenitor cells to dissect human embryonic stem cells entry into endoderm progenitors","SRS1193714","","182.21","1","6298098","321202998","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
